,text,author,replying_to
28552,Insight @FrankWaln @matikawilbur,long_liu,FrankWaln
28553,@FrankWaln @CNN take me now,Mak_Suave,FrankWaln
28554,@FrankWaln frank after this tweet. 😂 https://t.co/YKQaVaRI5v,CanuckSyko,FrankWaln
28555,@FrankWaln Word.,simaleerbg,FrankWaln
28556,"@FrankWaln NOO&lt; FRANK, NOO!😂",Tileiya,FrankWaln
28557,@FrankWaln you so fine. ok bye.,_kelsology,FrankWaln
28558,@FrankWaln @CNN I'm texting this to my mom. She'll love it.,SoutheastNative,FrankWaln
28559,@FrankWaln @CNN LMFAO,Burn0321,FrankWaln
28560,@FrankWaln you're too cool,awoahnarry,FrankWaln
28561,@FrankWaln Flawless Victory 😂😂😂,VampaFruit,FrankWaln
28562,@FrankWaln can I still follow you if our ancestors fought and killed each other? Or nah?,DarrenSipity,FrankWaln
28563,@FrankWaln @mahtowin1 omg lmao 💥💥👊,RevolutionaryEd,FrankWaln
28564,.@FrankWaln @CNN Fair.,terrishea,FrankWaln
28565,@FrankWaln @CNN just like the anishinaabe,DarrenSipity,FrankWaln
28566,@FrankWaln @CNN FRANK LMFAOOO,wolfatdawn,FrankWaln
28567,"@FrankWaln I mean, like, they knew. They knew. https://t.co/WP93kpG5c0",elliegguevara,FrankWaln
28568,@FrankWaln @CNN lmfaooooooo 😂😂😂😂,PernellThomas,FrankWaln
28569,"“@FrankWaln: They knew white ppl were coming  https://t.co/7dTpGFpfG6” lmmfaooooooo 😭😭
More than 100 million years ago, dinosaurs started fleeing Europe in a mass exodus. But why? https://t.co/A0CBTQcymU https://t.co/BuqDoDNgix",grizzlyslim_,FrankWaln
28570,ROFL YOU!!!! @FrankWaln,ceremonials,FrankWaln
28571,@FrankWaln The accuracy.😂😂,thetrudz,FrankWaln
28572,"@FrankWaln Likewise, keep up the good work! You do us all proud brother!",JeffreyVeregge,FrankWaln
28573,"@FrankWaln #YOU The #MAN, #FRANK, #THAT Was #FUNNY!!",CHERYASMON,FrankWaln
28574,@FrankWaln DM a size &amp; address &amp; I'll hook you up brother!,JeffreyVeregge,FrankWaln
28575,@FrankWaln funny even if I am white. My people arrived early 1900's and never left NJ lol,rain4sibes,FrankWaln
28576,"@FrankWaln effin love you, carajo",Mutantoide,FrankWaln
28577,@FrankWaln omg perfection &lt;3 &lt;3,BadWolf409,FrankWaln
28578,@FrankWaln lmao,wimalasirigolf,FrankWaln
28579,"Sorry but this is very funny RT @FrankWaln: They knew white ppl were coming  https://t.co/kyyzFepIqw
More than 100 million years ago, dinosaurs started fleeing Europe in a mass exodus. But why? https://t.co/A0CBTQcymU https://t.co/BuqDoDNgix",Senor_Suerte,FrankWaln
28580,@FrankWaln @CNN LMAOOOO,WeirdHonie,FrankWaln
28581,@FrankWaln Bhahahaha!! I just laughed right out loud!!,LumbeeProud,FrankWaln
28582,@FrankWaln you ain't right. I hollered.,elizabethkbanks,FrankWaln
28583,@FrankWaln sir you've done the Twitter a service... https://t.co/92rvTWNalo,Bitterblue55,FrankWaln
28584,@FrankWaln WELP 😂😂,pennyXOh,FrankWaln
28585,@FrankWaln YAAAAS IT ONLY MAKES SENSE!!!,Bitterblue55,FrankWaln
28586,@FrankWaln my heart !!!!,prof_carrington,FrankWaln
28587,@FrankWaln @CNN this got me whooping and hollering,HimeJein,FrankWaln
28588,@FrankWaln @SCTN35 those are off the hook! Need to get some... Thank you for sharing.,mokime7_lisa,FrankWaln
28589,@FrankWaln @SCTN35 I love it! dress to tell!! ✊🏾,eriiikhan,FrankWaln
28590,@FrankWaln @SCTN35 I couldn't find that shirt on their website tho,WeirdHonie,FrankWaln
28591,"@FrankWaln glad you like, thank you for supporting! #fuckcolonialsim",SCTN35,FrankWaln
28592,"@FrankWaln Best regards from the Weyland-Yutani Corporation on this holiest of days, #AlienDay426! https://t.co/FxMOC40bEi",fangirlsmash,FrankWaln
28593,@FrankWaln Curious what was said?,Sietewilliams,FrankWaln
28594,@FrankWaln @Heather28df it's super fucked up.,Outlaw_Daddy,FrankWaln
28595,@FrankWaln @rezdreams @SoundCloud 💪👊✊ Inspiring &amp; powerful,ChristalMoose,FrankWaln
28596,@FrankWaln @matikawilbur Very cool!!,ChristalMoose,FrankWaln
28597,@FrankWaln come check this out the night before if you can! https://t.co/GnThMlH5YF,sydnerain,FrankWaln
28598,@FrankWaln your a role model now,Djinn3w,FrankWaln
28599,"@FrankWaln ughhh, disgusting",moniquely_uniq,FrankWaln
28600,@FrankWaln knew there was a reason you my fave &lt;3,lillyflowerie,FrankWaln
28601,This is how you get blocked,FrankWaln,FrankWaln
28602,@FrankWaln too bad she sold out to Whit(e)manCorp/pepsigang,earthspeakorg,FrankWaln
28603,"@FrankWaln @WhiteTears365 @Redskins you mean land that you lost, war has no political correctness so deal with it.",thewhonbelow,FrankWaln
28604,@FrankWaln @wakiyan7 Yeah?  Name one.,coo77505195,FrankWaln
28605,"@FrankWaln &amp; that despite the Earth Day/Green propaganda, people are largely still destroying the earth😨",KittieFallen,FrankWaln
28606,"@FrankWaln @ashberish sigh, this",willlynillly,FrankWaln
28607,@FrankWaln This is why I'm in restoration ecology. Fix the screw ups of the past and hope to keep the same from continuing in the future.,cdale84,FrankWaln
28608,"@FrankWaln they only appreciate their mother one day a year too. 

This what the ""superior"" culture has blessed us with.",AALEYEH,FrankWaln
28609,@FrankWaln nature brought me and my man closer together and saved my mind from exploding in LA. #respectheralways 🏞 https://t.co/1MZSdsU53m,EileneMACHINE,FrankWaln
28610,@FrankWaln \0/ We're NOT dem~To us itz 🌎 #EarthDayEveryDay 🌎 #Str8N8v4LYF Style 💎💜\m/\m/💜💎,RoknRob121,FrankWaln
28611,@FrankWaln truth✊🏼,IndigiGenius,FrankWaln
28612,@FrankWaln Are you on eHarmony???,ILuvMyAfro,FrankWaln
28613,"@FrankWaln haha, i was just playin..i wouldnt call what i got a fetish, just mad respect and appreciation &lt;3 &lt;3 ...and a smart ass =P",BadWolf409,FrankWaln
28614,@FrankWaln what about young ones? ;) ahahaha ..couldnt resist =P,BadWolf409,FrankWaln
28615,"@FrankWaln, hahaha.",letthegirltalk,FrankWaln
28616,@FrankWaln @RollieRaps @GKrogman awesome stuff!,wimalasirigolf,FrankWaln
28617,@FrankWaln @TheCircleCHUO @RollieRaps @GKrogman we can probably hook something up @theDSac,melodymckiver,FrankWaln
28618,"@FrankWaln I was hoping to get it, but didn't. I just read where you received it &amp; thought that was awesome!",HarjoJula,FrankWaln
28619,@FrankWaln You're a Gates Scholar?!?,HarjoJula,FrankWaln
28620,"@FrankWaln hau kola, how would you define ""culture undivided""?",BlueJuice996,FrankWaln
28621,@FrankWaln LOL!!! talk about touring :P,IndigiGenius,FrankWaln
28622,@FrankWaln do you like any other video games besides pokemon???,spooky_taeha,FrankWaln
28623,"@FrankWaln Hi Frank, would you consider doing a duet with Becca Lynn? I know she would love too!",Lol_Spencer,FrankWaln
28624,@FrankWaln I sat within ten feet of Prince one night. His aura was like a hypernova. I've been crying all day. https://t.co/ojnaV7e73e,fangirlsmash,FrankWaln
28625,@FrankWaln I'm feeling you today cuz. #fukinmissinhim,StandStillLogic,FrankWaln
28626,"@FrankWaln @AP omg I can't believe this. Such a gift, gone 😭",IndigiGenius,FrankWaln
28627,@FrankWaln oh shit :(,EileneMACHINE,FrankWaln
28628,@FrankWaln I hope it's not...😢😢😢,IndigiGenius,FrankWaln
28629,"@FrankWaln may Creator continue to guide you on your journey, and walk quietly with you on the Red Road. #blessings https://t.co/lcLUAYcP9g",badmilk87,FrankWaln
28630,@FrankWaln I was calling him an a**hole for arguing words &amp; ignoring crimes for which he'd demand revenge if it happened to someone else.,CybeleSees,FrankWaln
28631,"@FrankWaln @CybeleSees @MochaLisaccino I say fuck their definitions, whether it was intentional or not genocide is the only word appropriate",ProlificRapper,FrankWaln
28632,@FrankWaln @CybeleSees @MochaLisaccino Historians use strict definitions of words to control the narrative n tell lies with truths.,ProlificRapper,FrankWaln
28633,"@FrankWaln @CybeleSees @MochaLisaccino Historians say ""genocide implies that it was intentional, it wasn't so genocide didn't happen"" = BS",ProlificRapper,FrankWaln
28634,"@FrankWaln I'm sure my yoga class is tired of listening to a tribe called Red, I'm glad I found you lol.",_KatHieIAM,FrankWaln
28635,@FrankWaln what's ur snap tho 👀,unicorngrudges,FrankWaln
28636,"@FrankWaln Hey, @kourtneykardash, thanks for your obsessive solipsism so that you can ignore real life trauma. https://t.co/HoWQW2GCYz",fangirlsmash,FrankWaln
28637,@FrankWaln simple statistics that don't coddle their fragility are even too much,leahjoy0523,FrankWaln
28638,@FrankWaln yeah @ChiefXcel has always been a fav. Picked up Blazing Arrow in high school &amp; I looked at hiphop completely differently.,melodymckiver,FrankWaln
28639,@FrankWaln Even the mainstream media isn't sugar-coating this one: https://t.co/y70XSt5Egf.,bdwlecteur,FrankWaln
28640,@FrankWaln nor Canadians,dirtyrezkid,FrankWaln
28641,@FrankWaln PREACH👌,KittieFallen,FrankWaln
28642,@FrankWaln a closed mind can't accept true facts if the lies aren't recognized... there's lies the problem.,BrooklynsMona,FrankWaln
28643,"@FrankWaln Found Kilo, I have him hostage in the studio",RollieRaps,FrankWaln
28644,"@FrankWaln Shared this with a friend. Says why aren't you yet? My response, cause ppl can't take truth. I see it coming soon though.",cdale84,FrankWaln
28645,@FrankWaln Makes me feel good too ♡,AdotBrrr5,FrankWaln
28646,@FrankWaln @SoundCloud love this song,Lol_Spencer,FrankWaln
28647,@FrankWaln Hell yeah!  :-D,lovngmindfulnss,FrankWaln
28648,@FrankWaln my favorite song,kimberlyaablake,FrankWaln
28649,@FrankWaln ?!?! IN DELAWARE?!? GOD BLESS THIS STATE,mackgmillz,FrankWaln
28650,"@FrankWaln You shouldn't need to! As an Native person it is your right to be proud of and express your culture,  especially at graduation !",RedTurtle1491,FrankWaln
28651,*it. Got dammit. I shouldn't tweet when I'm beyond exhaustion. I always leave out words 💀,FrankWaln,FrankWaln
28652,@FrankWaln it is https://t.co/Xs1xvJlQOw,kelbedoni,FrankWaln
28653,@FrankWaln @whoisalexjacob real talk! #sitdown!,Canku17,FrankWaln
28654,"@FrankWaln You and @tanayawinder were incredible, come back to Oklahoma soon!

 https://t.co/StqkAODOuJ
I'm performing at the Jazz Lab tonight. 7pm. It's free to the public https://t.co/5XSFyimFVn",tribaltvnet,FrankWaln
28655,@FrankWaln come back to Oklahoma again sometime and i will try to go!,_Summer_Anne_,FrankWaln
28656,@FrankWaln I'm sharing your awesome content on my blog https://t.co/rykjg0QpuI,WesleyWejamusic,FrankWaln
28657,@FrankWaln when are you coming to Alaska? Or Hawaii?,eriiikhan,FrankWaln
28658,@FrankWaln Come to Norman and kick it with @IndigenizeOU next!!!,sydnerain,FrankWaln
28659,"@FrankWaln you're in my neck of the woods, bro. 
#GetIt",_NativeLife_,FrankWaln
28660,@FrankWaln omg I'm sure they loved your visits ☺️,IndigiGenius,FrankWaln
28661,"@FrankWaln @PicsByGB welcome to Delaware, lol! Crazy weather past week",IndigiGenius,FrankWaln
28662,@FrankWaln bro ! I'd love to go there and drop gems for you while you're there !,artofandres,FrankWaln
28663,@FrankWaln awwww. Stay awesome Hermano. You are light.,RadicalCaribena,FrankWaln
28664,"@FrankWaln That's awesome, I dir a Child Life Program so I know exactly the impact your making on those babies .. keep it up!",Sankofa_Adwoa,FrankWaln
28665,Here's some photos of the amazing kids I've been working with at Nemours Children's Hospital 💜 https://t.co/qEBdrC01aX,FrankWaln,FrankWaln
28666,I've also been doing music/art therapy at Nemours Children's Hospital with an art therapist and a music therapist,FrankWaln,FrankWaln
28667,@FrankWaln word!,ompawi,FrankWaln
28668,@FrankWaln @Westontaylor87 people tripping over the truth. They need to learn ignorance isn't the answer and educate themselves.,cdale84,FrankWaln
28669,@FrankWaln hot damn frank you're not fucking around tonight #theshadeofitall 👊🏽👊🏽👊🏽👊🏽 👍🏽,EileneMACHINE,FrankWaln
28670,@FrankWaln @msimmons444 @Jeopardy tell em,WeirdHonie,FrankWaln
28671,@FrankWaln @whoisalexjacob Black history categories are also usually embarrassing. Today no one knew any Central American capitals. smh,dianitahardy,FrankWaln
28672,"@FrankWaln If @IbeyiOfficial, Peaches, and LCD Soundsystem are all performing at Outside Lands, it's safe to go back. When are YOU coming?",fangirlsmash,FrankWaln
28673,"@FrankWaln Indigenous people have been on the brutal receiving end of white ppls fee fees for centuries, maybe it's now time we SHUT UP?",fangirlsmash,FrankWaln
28674,@FrankWaln @msimmons444  Sigh. Wasn't 1st time: Last Night on @Jeopardy No One Wanted to Answer Qs Abt Black History https://t.co/IC8TlTkRdC,AzieDee,FrankWaln
28675,@FrankWaln peace God. What is next on your venue?,HumanBiotics,FrankWaln
28676,"@FrankWaln @Ghostdancer1983 @Forbes How faux paternal/patronising does ""managing Indian affairs for the benefit of all Indians"" sound!",VladQuigley,FrankWaln
28677,"@FrankWaln @indianz wow I just read about this earlier, had no idea she was lost on a reservation lol, she survived living off the land",yellowflower85,FrankWaln
28678,@FrankWaln @indianz why LMAOOO? I guess I don't see what's funny about a 72 yo woman in a dangerous situation.,lawmom2012,FrankWaln
28679,@FrankWaln @msimmons444 @Jeopardy this is too true. Settler colonial nations are not in the business of accurate history.,speakfaithfully,FrankWaln
28680,@FrankWaln You are so right!,michelb177,FrankWaln
28681,@FrankWaln @indiancountry pays white writers while letting ndns get exposure for their work and supports German ndn appropriation.  Boycott,IvieSara,FrankWaln
28682,GrassRootsFollowing @FrankWaln,long_liu,FrankWaln
28683,@FrankWaln @SoundCloud still on repeat!,Lol_Spencer,FrankWaln
28684,@FrankWaln aww shucks. Well I'll still see the show!,Missinnovate,FrankWaln
28685,@FrankWaln is there a way we can get some of your older tracks digitally? I would like to get more than the 4 songs I have now. :),cdale84,FrankWaln
28686,Momemtum @FrankWaln,long_liu,FrankWaln
28687,@FrankWaln gonna be in Oklahoma the 14th. I get paid the 15th. 😭😭😭😭 https://t.co/9QtUBMK21w,Hannnaa_,FrankWaln
28688,@FrankWaln smh I missed you &amp; @tanayawinder by one day in colorado springs &amp; missing you now that you're in my state *sad face*,tribecalledgeek,FrankWaln
28689,@FrankWaln Come to TX &amp; invite others. #NativeTexansUnited Against Dos Republicas Coal Mine #keepitintheground https://t.co/RbgsjWfba3,HighTechAztec,FrankWaln
28690,"@FrankWaln best wishes for a great show, Frank!",betsyforbernie,FrankWaln
28691,"@FrankWaln that would be legendary,",RollieRaps,FrankWaln
28692,"@FrankWaln How Nas' ""Illmatic"" Ruined Hip-Hop https://t.co/xsWWaNlR37 via @ComplexMusic",RollieRaps,FrankWaln
28693,"@FrankWaln Sick! I'm in Norman but I'll try to make it. I think my sis @AshTreeMcCray is going, I'll try to roll out with her.",sydnerain,FrankWaln
28694,@FrankWaln @IbeyiOfficial yaaaas all about that river,ceceborleske,FrankWaln
28695,@FrankWaln you coming to OK this week?? When? I need to come see you!,sydnerain,FrankWaln
28696,@FrankWaln looking forward to meeting you in OK this week,tribaltvnet,FrankWaln
28697,"@FrankWaln I wholeheartedly agree.  I wish that I could count just the ones I have encountered this year, but they are just too numerous.",michelb177,FrankWaln
28698,"@FrankWaln Also, please help me mastermind this xenomorph-child's ascent to power, for sure she'll #ResistCapitalism.",fangirlsmash,FrankWaln
28699,@FrankWaln A cow hip bone?  That's next level DIY skills. Tell your mom and auntie to start a cosplay franchise!,fangirlsmash,FrankWaln
28700,@FrankWaln you bring honour to your tribe my brother!,Malones_Cheers,FrankWaln
28701,"@FrankWaln Look I don't make the rules about Alien cosplay distribution, I just uphold them, sorry, it's con season. https://t.co/o8DFfgPcTR
Check out the best cosplay at #wondercon 10 yr old girl in there https://t.co/BXALc6heEW",fangirlsmash,FrankWaln
28702,@FrankWaln I stopped by Coyote Trading in downtown Atlanta today. Ever been? It's hella neat. Told them to put your CD on the music shelf,spooky_taeha,FrankWaln
28703,@FrankWaln @RebelDiaz @nowthisnews tough guys from the Bronx now bitch about climate change and have pony tails.. Hahaha .. #clown #gangsta,Rsho85,FrankWaln
28704,@FrankWaln @ZakesMda waking up is an act of rebellion by itself ✊🏼,IndigiGenius,FrankWaln
28705,@FrankWaln John Trudell sums it best!! Hau! https://t.co/MXJSNSDBu0,badmilk87,FrankWaln
28706,"@FrankWaln @Redskins: Every White wants to play Indian, but turns a blind eye to our struggles. #NativeLivesMatter https://t.co/CG0F2D6h8i",badmilk87,FrankWaln
28707,@FrankWaln thoughts on this shirt? https://t.co/bwO3AoOvQl,LyricMijiFlood,FrankWaln
28708,@FrankWaln talks about the #NativeAmerican experience through #HipHop https://t.co/0keFVwEKGf via @hereandnow,KerriJMalloy,FrankWaln
28709,@FrankWaln Understanding The Native American Experience Through #HipHop https://t.co/N2e3qu53RA #NativeYouth #Lakota,Harvard_Natives,FrankWaln
28710,@FrankWaln @blackfire_music Meant cultural necessity.,ErikStorey,FrankWaln
